Abstimmungsnummer,Abstimmungsdatum,Titel,Offizieller Titel,Rechtsform,Initiativform,Stichwort,Volksmehr,Ständemehr,Ergebnis,Stimmbeteiligung (%),Ja-Stimmen,Nein-Stimmen,Kantone Ja,Kantone Nein,Swissvotes-Link
340.0,1986-09-28 00:00:00,Initiative zur Berufsbildung und Umschulung,Volksinitiative «für eine gesicherte Berufsbildung und Umschulung»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,34.816331,261759.0,1162238.0,0.0,23.0,https://swissvotes.ch/vote/340.00
341.0,1986-09-28 00:00:00,Bundesbeschluss über die Zuckerwirtschaft,Bundesbeschluss über die inländische Zuckerwirtschaft,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,34.897222,547779.0,887726.0,5.0,18.0,https://swissvotes.ch/vote/341.00
342.0,1986-12-07 00:00:00,Bundesbeschluss zum Mieterschutz,Bundesbeschluss über die Volksinitiative «für Mieterschutz» (Gegenentwurf),Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,34.710302,922221.0,510490.0,18.5,4.5,https://swissvotes.ch/vote/342.00
343.0,1986-12-07 00:00:00,Initiative für eine Schwerverkehrsabgabe,Volksinitiative «für eine gerechte Besteuerung des Schwerverkehrs (Schwerverkehrsabgabe)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,34.741674,485930.0,948612.0,0.0,23.0,https://swissvotes.ch/vote/343.00
344.0,1987-04-05 00:00:00,Asylgesetz,"Asylgesetz, Änderung vom 20. Juni 1986",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,42.381851,1180082.0,572330.0,23.0,0.0,https://swissvotes.ch/vote/344.00
345.0,1987-04-05 00:00:00,Ausländergesetz,"Bundesgesetz über Aufenthalt und Niederlassung der Ausländer, Änderung vom 20. Juni 1986",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,42.237334,1122027.0,585460.0,23.0,0.0,https://swissvotes.ch/vote/345.00
346.0,1987-04-05 00:00:00,Initiative für die Einführung eines Rüstungsreferendums,Volksinitiative «für die Mitsprache des Volkes bei Militärausgaben (Rüstungsreferendum)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,42.418217,714209.0,1046637.0,2.5,20.5,https://swissvotes.ch/vote/346.00
347.0,1987-04-05 00:00:00,Abstimmungsverfahren bei Volksinitiativen mit Gegenentwurf,Bundesbeschluss über das Abstimmungsverfahren bei Volksinitiativen mit Gegenentwurf,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,42.261626,1080992.0,627665.0,21.0,2.0,https://swissvotes.ch/vote/347.00
348.0,1987-12-06 00:00:00,Bahn 2000,Bundesbeschluss betreffend das Konzept BAHN 2000,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,47.692889,1140857.0,860893.0,18.5,4.5,https://swissvotes.ch/vote/348.00
349.0,1987-12-06 00:00:00,Krankenversicherungsgesetz,Änderung des Bundesgesetzes über die Krankenversicherung,Fakultatives Referendum,Nicht zutreffend,Mutterschaftsversicherung,0,3,Abgelehnt,47.663882,571447.0,1418231.0,1.0,22.0,https://swissvotes.ch/vote/349.00
350.0,1987-12-06 00:00:00,Initiative «zum Schutz der Moore - Rothenthurm-Initiative»,Volksinitiative «zum Schutz der Moore - Rothenthurm-Initiative»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,47.670681,1153448.0,843555.0,20.0,3.0,https://swissvotes.ch/vote/350.00
351.0,1988-06-12 00:00:00,Verfassungsgrundlagen für eine koordinierte Verkehrspolitik,Bundesbeschluss über die Verfassungsgrundlagen für eine koordinierte Verkehrspolitik,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,41.896843,797955.0,955300.0,4.0,19.0,https://swissvotes.ch/vote/351.00
352.0,1988-06-12 00:00:00,Initiative zur Herabsetzung des AHV-Rentenalters,Volksinitiative «zur Herabsetzung des AHV-Rentenalters auf 62 Jahre für Männer und 60 Jahre für Frauen»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,42.021166,624390.0,1153540.0,2.0,21.0,https://swissvotes.ch/vote/352.00
353.0,1988-12-04 00:00:00,«Stadt-Land-Initiative gegen die Bodenspekulation»,Volksinitiative «Stadt-Land-Initiative gegen die Bodenspekulation»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,52.828533,686398.0,1543705.0,0.0,23.0,https://swissvotes.ch/vote/353.00
354.0,1988-12-04 00:00:00,Initiative «zur Herabsetzung der Arbeitszeit»,Volksinitiative «zur Herabsetzung der Arbeitszeit»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,52.862742,769264.0,1475536.0,2.0,21.0,https://swissvotes.ch/vote/354.00
355.0,1988-12-04 00:00:00,Initiative «für die Begrenzung der Einwanderung»,Volksinitiative «für die Begrenzung der Einwanderung»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,52.837681,731929.0,1506492.0,0.0,23.0,https://swissvotes.ch/vote/355.00
356.0,1989-06-04 00:00:00,Kleinbauern-Initiative,Volksinitiative «für ein naturnahes Bauern - gegen Tierfabriken (Kleinbauern-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,35.959431,741772.0,773693.0,8.0,15.0,https://swissvotes.ch/vote/356.00
357.0,1989-11-26 00:00:00,Initiative für eine Schweiz ohne Armee,Volksinitiative «für eine Schweiz ohne Armee und für eine umfassende Friedenspolitik»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,69.18242,1052442.0,1904476.0,2.0,21.0,https://swissvotes.ch/vote/357.00
358.0,1989-11-26 00:00:00,Initiative «pro Tempo 130/100»,Volksinitiative «pro Tempo 130/100»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,69.150945,1126458.0,1836521.0,6.0,17.0,https://swissvotes.ch/vote/358.00
359.0,1990-04-01 00:00:00,Initiative «für eine Begrenzung des Strassenbaus»,Volksinitiative «Stopp dem Beton - für eine Begrenzung des Strassenbaus!»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,41.124328,500615.0,1255197.0,0.0,23.0,https://swissvotes.ch/vote/359.00
360.0,1990-04-01 00:00:00,Initiative «für eine autobahnfreie Landschaft zwischen Murten und Yverdon»,Volksinitiative «für eine autobahnfreie Landschaft zwischen Murten und Yverdon»,Volksinitiative,Ausformulierter Verfassungsentwurf,Kleeblatt-Initiativen,0,0,Abgelehnt,41.09366,571648.0,1175356.0,0.0,23.0,https://swissvotes.ch/vote/360.00
361.0,1990-04-01 00:00:00,Initiative «für ein autobahnfreies Knonauer Amt»,Volksinitiative «für ein autobahnfreies Knonauer Amt»,Volksinitiative,Ausformulierter Verfassungsentwurf,Kleeblatt-Initiativen,0,0,Abgelehnt,41.128903,547359.0,1197701.0,0.0,23.0,https://swissvotes.ch/vote/361.00
362.0,1990-04-01 00:00:00,Initiative für eine freie Aarelandschaft zwischen Biel und Solothurn,Volksinitiative «für eine freie Aarelandschaft zwischen Biel und Solothurn/Zuchwil»,Volksinitiative,Ausformulierter Verfassungsentwurf,Kleeblatt-Initiativen,0,0,Abgelehnt,41.058094,592237.0,1147459.0,0.0,23.0,https://swissvotes.ch/vote/362.00
363.0,1990-04-01 00:00:00,Rebbaubeschluss,Bundesbeschluss über den Rebbau,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,40.817911,771207.0,881609.0,11.0,12.0,https://swissvotes.ch/vote/363.00
364.0,1990-04-01 00:00:00,Gesetz über die Organisation der Bundesrechtspflege,Bundesgesetz über die Organisation der Bundesrechtspflege,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,40.733352,775885.0,862538.0,7.0,16.0,https://swissvotes.ch/vote/364.00
365.0,1990-09-23 00:00:00,Initiative für einen Ausstieg aus der Atomenergie,Volksinitiative «für den Ausstieg aus der Atomenergie»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,40.41611,816300.0,915749.0,7.0,16.0,https://swissvotes.ch/vote/365.00
366.0,1990-09-23 00:00:00,Initiative «Stopp dem Atomkraftwerkbau (Moratorium)»,Volksinitiative «Stopp dem Atomkraftwerkbau (Moratorium)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,40.435647,946087.0,789219.0,19.5,3.5,https://swissvotes.ch/vote/366.00
367.0,1990-09-23 00:00:00,Energieartikel,Bundesbeschluss über den Energieartikel in der Bundesverfassung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,40.339801,1214940.0,493846.0,23.0,0.0,https://swissvotes.ch/vote/367.00
368.0,1990-09-23 00:00:00,Strassenverkehrsgesetz,Bundesgesetz über den Strassenverkehr,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,40.299483,898958.0,803733.0,15.0,8.0,https://swissvotes.ch/vote/368.00
369.0,1991-03-03 00:00:00,Herabsetzung des Stimmrechtsalters auf 18 Jahre,Bundesbeschluss über die Herabsetzung des Stimm- und Wahlrechtsalters auf 18 Jahre,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,31.285931,981425.0,367647.0,23.0,0.0,https://swissvotes.ch/vote/369.00
370.0,1991-03-03 00:00:00,Initiative «zur Förderung des öffentlichen Verkehrs»,Volksinitiative «zur Förderung des öffentlichen Verkehrs»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,31.235389,496600.0,840494.0,1.5,21.5,https://swissvotes.ch/vote/370.00
371.0,1991-06-02 00:00:00,Neuordnung der Bundesfinanzen (Einführung Mehrwertsteuer),Bundesbeschluss über die Neuordnung der Bundesfinanzen,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,33.270224,664318.0,790988.0,2.5,20.5,https://swissvotes.ch/vote/371.00
372.0,1991-06-02 00:00:00,Militärstrafgesetz,Militärstrafgesetz (MStG),Fakultatives Referendum,Nicht zutreffend,Dienstverweigerung,1,3,Angenommen,33.322568,817458.0,650658.0,19.0,4.0,https://swissvotes.ch/vote/372.00
373.0,1992-02-16 00:00:00,«Krankenkassen-Initiative»,Volksinitiative «für eine finanziell tragbare Krankenversicherung (Krankenkasseninitiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,44.402384,772995.0,1195550.0,1.0,22.0,https://swissvotes.ch/vote/373.00
374.0,1992-02-16 00:00:00,Initiative «Weg vom Tierversuch!»,Volksinitiative «zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch!)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,44.500203,864898.0,1117236.0,3.5,19.5,https://swissvotes.ch/vote/374.00
375.0,1992-05-17 00:00:00,Beitritt zu den Institutionen von Bretton Woods,Bundesbeschluss über den Beitritt der Schweiz zu den Institutionen von Bretton Woods,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,38.800645,923685.0,730553.0,18.5,4.5,https://swissvotes.ch/vote/375.00
376.0,1992-05-17 00:00:00,Gesetz über die Mitwirkung an den Institutionen von Bretton Woods,Bundesgesetz über die Mitwirkung der Schweiz an den Institutionen von Bretton Woods,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,38.796684,929926.0,718257.0,18.5,4.5,https://swissvotes.ch/vote/376.00
377.0,1992-05-17 00:00:00,Gewässerschutzgesetz,"Bundesgesetz über den Schutz der Gewässer (Gewässerschutzgesetz, GSchG)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,39.207492,1151706.0,591240.0,18.5,4.5,https://swissvotes.ch/vote/377.00
378.0,1992-05-17 00:00:00,Gewässerschutz-Initiative,Volksinitiative «zur Rettung unserer Gewässer»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,39.204814,644083.0,1093987.0,0.0,23.0,https://swissvotes.ch/vote/378.00
379.0,1992-05-17 00:00:00,Regelung der Fortpflanzungs- und Gentechnologie,Gegenentwurf der Bundesversammlung zur Volksinitiative «gegen Missbräuche der Fortpflanzungs- und Gentechnologie beim Menschen»,Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,39.177486,1271052.0,450635.0,22.0,1.0,https://swissvotes.ch/vote/379.00
380.0,1992-05-17 00:00:00,Einführung eines Zivildiensts,Bundesbeschluss über die Einführung eines Zivildienstes für Dienstverweigerer,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,39.214041,1442263.0,305441.0,23.0,0.0,https://swissvotes.ch/vote/380.00
381.0,1992-05-17 00:00:00,Reform des Sexualstrafrechts,"Schweizerisches Strafgesetzbuch, Militärstrafgesetz (Strafbare Handlungen gegen die sexuelle Integrität)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,39.139094,1255604.0,461723.0,22.0,1.0,https://swissvotes.ch/vote/381.00
382.0,1992-09-27 00:00:00,Alpentransit-Beschluss (NEAT),Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit-Beschluss),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,45.896797,1305914.0,747048.0,21.0,2.0,https://swissvotes.ch/vote/382.00
383.0,1992-09-27 00:00:00,Geschäftsverkehrsgesetz,"Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über die Form, die Bekanntmachung und das Inkrafttreten ihrer Erlasse (Geschäftsverkehrsgesetz)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,45.409879,1097185.0,794132.0,17.0,6.0,https://swissvotes.ch/vote/383.00
384.0,1992-09-27 00:00:00,Entschädigungsgesetz,Bundesgesetz über die Bezüge der Mitglieder der eidgenössischen Räte und über die Beiträge an die Fraktionen (Entschädigungsgesetz),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,45.550892,542768.0,1424954.0,0.0,23.0,https://swissvotes.ch/vote/384.00
385.0,1992-09-27 00:00:00,Infrastrukturgesetz,Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen und der Mitglieder der eidgenössischen Räte (Infrastrukturgesetz),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,45.476912,590484.0,1339597.0,1.0,22.0,https://swissvotes.ch/vote/385.00
386.0,1992-09-27 00:00:00,Gesetz über die Stempelabgaben,Bundesgesetz über die Stempelabgaben,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,45.670753,1230579.0,771351.0,23.0,0.0,https://swissvotes.ch/vote/386.00
387.0,1992-09-27 00:00:00,Gesetz über das bäuerliche Bodenrecht,Bundesgesetz über das bäuerliche Bodenrecht,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,45.652533,1058317.0,917091.0,15.0,8.0,https://swissvotes.ch/vote/387.00
388.0,1992-12-06 00:00:00,EWR-Beitritt,Bundesbeschluss über den Europäischen Wirtschaftsraum (EWR),Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,78.742727,1762872.0,1786708.0,7.0,16.0,https://swissvotes.ch/vote/388.00
389.0,1993-03-07 00:00:00,Erhöhung des Treibstoffzolls,Bundesgesetz über die Erhöhung des Treibstoffzolles,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,51.276208,1259373.0,1051067.0,15.0,8.0,https://swissvotes.ch/vote/389.00
390.0,1993-03-07 00:00:00,Aufhebung des Spielbankenverbots,Bundesbeschluss über die Aufhebung des Spielbankenverbots,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,51.246964,1665454.0,632998.0,23.0,0.0,https://swissvotes.ch/vote/390.00
391.0,1993-03-07 00:00:00,Initiative «zur Abschaffung der Tierversuche»,Volksinitiative «zur Abschaffung der Tierversuche»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,51.230508,634758.0,1651333.0,0.0,23.0,https://swissvotes.ch/vote/391.00
392.0,1993-06-06 00:00:00,Initiative «40 Waffenplätze sind genug»,Volksinitiative «40 Waffenplätze sind genug - Umweltschutz auch beim Militär»,Volksinitiative,Ausformulierter Verfassungsentwurf,Waffenplatz-Initiative,0,0,Abgelehnt,55.579307,1124893.0,1390812.0,7.0,16.0,https://swissvotes.ch/vote/392.00
393.0,1993-06-06 00:00:00,Initiative «für eine Schweiz ohne neue Kampfflugzeuge»,Volksinitiative «für eine Schweiz ohne neue Kampfflugzeuge»,Volksinitiative,Ausformulierter Verfassungsentwurf,F/A-18-Initiative,0,0,Abgelehnt,55.584045,1074661.0,1435744.0,4.0,19.0,https://swissvotes.ch/vote/393.00
394.0,1993-09-26 00:00:00,Bundesbeschluss gegen den Waffenmissbrauch,Bundesbeschluss gegen den Waffenmissbrauch,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,39.849825,1539782.0,245026.0,23.0,0.0,https://swissvotes.ch/vote/394.00
395.0,1993-09-26 00:00:00,Kantonswechsel des Laufentals zu Basel-Landschaft,Bundesbeschluss über den Anschluss des bernischen Amtsbezirks Laufen an den Kanton Basel-Landschaft,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,39.495919,1188941.0,392893.0,23.0,0.0,https://swissvotes.ch/vote/395.00
396.0,1993-09-26 00:00:00,1.-August-Initiative,Volksinitiative «für einen arbeitsfreien Bundesfeiertag (1. August-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,39.888584,1492285.0,289122.0,23.0,0.0,https://swissvotes.ch/vote/396.00
397.0,1993-09-26 00:00:00,Befristete Massnahmen in der Krankenversicherung,Bundesbeschluss über befristete Massnahmen gegen die Kostensteigerung in der Krankenversicherung,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,39.782167,1416209.0,342002.0,23.0,0.0,https://swissvotes.ch/vote/397.00
398.0,1993-09-26 00:00:00,Massnahmen in der Arbeitslosenversicherung,Bundesbeschluss über Massnahmen in der Arbeitslosenversicherung,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,39.741892,1225069.0,515113.0,23.0,0.0,https://swissvotes.ch/vote/398.00
399.0,1993-11-28 00:00:00,Einführung der Mehrwertsteuer,Bundesbeschluss über die Finanzordnung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,45.407513,1347400.0,674031.0,22.0,1.0,https://swissvotes.ch/vote/399.00
400.0,1993-11-28 00:00:00,"Mehrwertsteuer-Satz 6,5%",Bundesbeschluss über einen Beitrag zur Gesundung der Bundesfinanzen,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,45.380311,1163887.0,852439.0,18.0,5.0,https://swissvotes.ch/vote/400.00
401.0,1993-11-28 00:00:00,Mehrwertsteuerprozent für die AHV,Bundesbeschluss über Massnahmen zur Erhaltung der Sozialversicherung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,45.387561,1258782.0,752472.0,22.0,1.0,https://swissvotes.ch/vote/401.00
402.0,1993-11-28 00:00:00,Bundesbeschluss über besondere Verbrauchssteuern,Bundesbeschluss über besondere Verbrauchssteuern,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,45.385918,1212002.0,786396.0,20.0,3.0,https://swissvotes.ch/vote/402.00
403.0,1993-11-28 00:00:00,Initiative «zur Verminderung der Alkoholprobleme»,Volksinitiative «zur Verminderung der Alkoholprobleme»,Volksinitiative,Ausformulierter Verfassungsentwurf,Zwillings-Initiative,0,0,Abgelehnt,45.486668,516054.0,1527165.0,0.0,23.0,https://swissvotes.ch/vote/403.00
404.0,1993-11-28 00:00:00,Initiative «zur Verminderung der Tabakprobleme»,Volksinitiative «zur Verminderung der Tabakprobleme»,Volksinitiative,Ausformulierter Verfassungsentwurf,Zwillings-Initiative,0,0,Abgelehnt,45.497553,521433.0,1521885.0,0.0,23.0,https://swissvotes.ch/vote/404.00
405.0,1994-02-20 00:00:00,Weiterführung Autobahnvignette,Bundesbeschluss über die Weiterführung der Nationalstrassenabgabe,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,40.796239,1259609.0,579877.0,21.0,2.0,https://swissvotes.ch/vote/405.00
406.0,1994-02-20 00:00:00,Weiterführung der Schwerverkehrsabgabe,Bundesbeschluss über die Weiterführung der Schwerverkehrsabgabe,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,40.777257,1324242.0,509222.0,23.0,0.0,https://swissvotes.ch/vote/406.00
407.0,1994-02-20 00:00:00,Einführung einer leistungsabhängigen Schwerverkehrsabgabe,Bundesbeschluss über die Einführung einer leistungs- oder verbrauchsabhängigen Schwerverkehrsabgabe,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,40.748292,1221630.0,597911.0,21.0,2.0,https://swissvotes.ch/vote/407.00
408.0,1994-02-20 00:00:00,Alpen-Initiative,Volksinitiative «zum Schutze des Alpengebietes vor dem Transitverkehr»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,40.833743,954491.0,884362.0,16.0,7.0,https://swissvotes.ch/vote/408.00
409.0,1994-02-20 00:00:00,Luftfahrtgesetz,"Luftfahrtgesetz, Änderung vom 18. Juni 1993",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,40.635256,1081844.0,689715.0,23.0,0.0,https://swissvotes.ch/vote/409.00
410.0,1994-06-12 00:00:00,Kulturförderungsartikel,Bundesbeschluss über einen Kulturförderungsartikel in der Bundesverfassung (Art. 27septies BV),Obligatorisches Referendum,Nicht zutreffend,.,1,0,Abgelehnt,46.619786,1059025.0,1018188.0,11.0,12.0,https://swissvotes.ch/vote/410.00
411.0,1994-06-12 00:00:00,Erleichterte Einbürgerung für junge Ausländer,Bundesbeschluss über die Revision der Bürgerrechtsregelung in der Bundesverfassung (Erleichterte Einbürgerung für junge Ausländer),Obligatorisches Referendum,Nicht zutreffend,.,1,0,Abgelehnt,46.754388,1114158.0,994457.0,10.0,13.0,https://swissvotes.ch/vote/411.00
412.0,1994-06-12 00:00:00,UNO-Blauhelme,Bundesgesetz über schweizerische Truppen für friedenserhaltende Operationen (BTFO),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,46.776892,899626.0,1203736.0,4.0,19.0,https://swissvotes.ch/vote/412.00
413.0,1994-09-25 00:00:00,Aufhebung der Brotgetreideverbilligung,Bundesbeschluss über die Aufhebung der Verbilligung von inländischem Brotgetreide aus Zolleinnahmen,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,45.508588,1288697.0,706379.0,23.0,0.0,https://swissvotes.ch/vote/413.00
414.0,1994-09-25 00:00:00,Verbot der Rassendiskriminierung,"Schweizerisches Strafgesetzbuch, Militärstrafgesetz. Änderung vom 18. Juni 1993",Fakultatives Referendum,Nicht zutreffend,Antirassismusgesetz,1,3,Angenommen,45.902622,1132662.0,939975.0,11.5,11.5,https://swissvotes.ch/vote/414.00
415.0,1994-12-04 00:00:00,Krankenversicherungsgesetz,Bundesgesetz über die Krankenversicherung (KVG),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,43.983834,1021175.0,950360.0,12.0,11.0,https://swissvotes.ch/vote/415.00
416.0,1994-12-04 00:00:00,Initiative «für eine gesunde Krankenversicherung»,Volksinitiative «für eine gesunde Krankenversicherung»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,43.978922,460674.0,1504177.0,0.0,23.0,https://swissvotes.ch/vote/416.00
417.0,1994-12-04 00:00:00,Zwangsmassnahmen im Ausländerrecht,Bundesgesetz über Zwangsmassnahmen im Ausländerrecht,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,44.029685,1435040.0,533297.0,23.0,0.0,https://swissvotes.ch/vote/417.00
418.0,1995-03-12 00:00:00,Landwirtschaftsartikel,Gegenentwurf der Bundesversammlung zur Volksinitiative «für eine umweltgerechte und leistungsfähige bäuerliche Landwirtschaft»,Direkter Gegenentwurf,Nicht zutreffend,.,0,0,Abgelehnt,37.934589,836215.0,866107.0,9.0,14.0,https://swissvotes.ch/vote/418.00
419.0,1995-03-12 00:00:00,Milchwirtschaftsbeschluss,Milchwirtschaftsbeschluss 1988 (MWB 1988),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,37.935898,620745.0,1078607.0,4.0,19.0,https://swissvotes.ch/vote/419.00
420.0,1995-03-12 00:00:00,Landwirtschaftsgesetz,Landwirtschaftsgesetz,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,37.922765,569950.0,1126721.0,3.0,20.0,https://swissvotes.ch/vote/420.00
421.0,1995-03-12 00:00:00,Ausgabenbremse,Bundesbeschluss über eine Ausgabenbremse,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,37.855421,1390831.0,277225.0,23.0,0.0,https://swissvotes.ch/vote/421.00
422.0,1995-06-25 00:00:00,10. AHV-Revision,Bundesgesetz über die Alters- und Hinterlassenenversicherung,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,40.423473,1110053.0,718349.0,18.0,5.0,https://swissvotes.ch/vote/422.00
423.0,1995-06-25 00:00:00,Initiative «zum Ausbau von AHV und IV»,Volksinitiative «zum Ausbau von AHV und IV»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,40.348491,499266.0,1307302.0,0.0,23.0,https://swissvotes.ch/vote/423.00
424.0,1995-06-25 00:00:00,Gesetz über den Erwerb von Grundstücken durch Personen im Ausland,Bundesgesetz über den Erwerb von Grundstücken durch Personen im Ausland,Fakultatives Referendum,Nicht zutreffend,Lockerung Lex Friedrich,0,3,Abgelehnt,40.346466,834673.0,962702.0,7.0,16.0,https://swissvotes.ch/vote/424.00
425.0,1996-03-10 00:00:00,Sprachenartikel,Bundesbeschluss über die Revision des Sprachenartikels in der Bundesverfassung (Art. 116 BV),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,31.031735,1052052.0,329153.0,23.0,0.0,https://swissvotes.ch/vote/425.00
426.0,1996-03-10 00:00:00,Übertritt Vellerat zum Kanton Jura,Bundesbeschluss über den Uebertritt der bernischen Gemeinde Vellerat zum Kanton Jura,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,30.993839,1250728.0,114105.0,23.0,0.0,https://swissvotes.ch/vote/426.00
427.0,1996-03-10 00:00:00,Zuständigkeit im Bereich der persönlichen militärischen Ausrüstung,Bundesbeschluss über die Aufhebung der kantonalen Zuständigkeit im Bereich der persönlichen Ausrüstung der Armeeangehörigen,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,31.016211,601613.0,775087.0,3.0,20.0,https://swissvotes.ch/vote/427.00
428.0,1996-03-10 00:00:00,Aufhebung der Pflicht zur Übernahme von Brennapparaten und Branntwein,Bundesbeschluss über die Aufhebung der Pflicht zum Ankauf von Brennapparaten und zur Übernahme von Branntwein,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,30.922656,1090783.0,259215.0,23.0,0.0,https://swissvotes.ch/vote/428.00
429.0,1996-03-10 00:00:00,Aufhebung der Beiträge an Bahnhofparkplätze,Bundesbeschluss über die Aufhebung der Bundesbeiträge an Bahnhofparkplatzanlagen,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,30.983186,741219.0,632792.0,14.0,9.0,https://swissvotes.ch/vote/429.00
430.0,1996-06-09 00:00:00,Verfassungsartikel zur Landwirtschaft,Gegenentwurf der Bundesversammlung zur Volksinitiative «Bauern und Konsumenten - für eine naturnahe Landwirtschaft»,Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,31.416443,1086534.0,313874.0,23.0,0.0,https://swissvotes.ch/vote/430.00
